timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,Total_Biomass_C,N_Bound_gm2,N_Free_gm2
3420,0.002312635,9.579926e-05,0.1785081,0.02185758,0.4818641,0.3904432,0.07752893,0.5803752,0.4533667,0.001645519,0.02459634,0.1943477,0.03867598,0.9753228,0.8084945,0.399182,1.586246,1.09818,0.3385726,0.1664697,2.678094,2.770199,2006-06-28,Summer,3.0229986,8.987293135135134,20.012706864864867
3421,0.00231378,9.600227e-05,0.1793982,0.02194844,0.4852739,0.3933581,0.078076,0.5838949,0.4573947,0.00165918,0.02496178,0.1957543,0.03852371,0.9751501,0.8081651,0.3978711,1.563234,1.083154,0.3382749,0.167327,2.689813,2.772262,2006-07-01,Summer,2.9846629,8.873322135135135,20.126677864864867
3422,0.002315613,9.623775e-05,0.1803104,0.02203982,0.4884235,0.3962326,0.07858592,0.5868107,0.4607521,0.001673287,0.02530326,0.1971394,0.0383346,0.973077,0.8055948,0.3995681,1.533484,1.095205,0.3433251,0.1669789,2.697131,2.771637,2006-07-04,Summer,2.9720141,8.835717594594595,20.164282405405405
3423,0.002318107,9.650399e-05,0.1812411,0.02213187,0.4914156,0.3990636,0.07907871,0.589431,0.4636866,0.001687782,0.02562039,0.1985012,0.03827407,0.9733848,0.8035544,0.4033335,1.54407,1.116477,0.3447491,0.1662653,2.70327,2.775044,2006-07-07,Summer,3.0052961000000002,8.934664081081081,20.06533591891892
3424,0.002321249,9.680019e-05,0.1821931,0.0222253,0.4944019,0.4018748,0.0795727,0.5921242,0.466478,0.001702676,0.02591975,0.1998511,0.03833695,0.9769612,0.8038182,0.4064338,1.563324,1.126457,0.3438478,0.1660756,2.710808,2.782894,2006-07-10,Summer,3.0336288,9.018896432432431,19.98110356756757
3425,0.002325037,9.712607e-05,0.1831684,0.02232074,0.4975006,0.4046783,0.08007964,0.5951656,0.4693294,0.001717981,0.02620702,0.2011972,0.0384913,0.9819271,0.8071478,0.4074316,1.606043,1.148502,0.2985338,0.165591,2.719907,2.789997,2006-07-13,Summer,3.0530788,9.076720756756757,19.923279243243243
3426,0.002329468,9.748142e-05,0.1841663,0.02241722,0.5005471,0.4074657,0.08056862,0.5980846,0.471894,0.001733674,0.02648351,0.2025374,0.03845767,0.9834638,0.8092593,0.4018835,1.575337,1.109996,0.3199485,0.1673639,2.726964,2.792823,2006-07-16,Summer,3.0052815,8.934620675675676,20.065379324324326
3427,0.002334522,9.786477e-05,0.1851775,0.02251382,0.5034419,0.4102043,0.0810301,0.6006798,0.4740216,0.001749648,0.02674201,0.2038541,0.03834917,0.983992,0.8098016,0.4029571,1.579177,1.117171,0.3323187,0.1672275,2.732747,2.794958,2006-07-19,Summer,3.0286667,9.004144243243243,19.995855756756757
3428,0.002340178,9.827475e-05,0.1861999,0.02261002,0.5061094,0.4128976,0.08146054,0.6027519,0.4757386,0.001765865,0.02698284,0.2051477,0.03823331,0.9834925,0.8083012,0.4044476,1.531716,1.117432,0.3399677,0.1673398,2.736408,2.795952,2006-07-22,Summer,2.9891157,8.88656018918919,20.11343981081081
3429,0.002346406,9.870944e-05,0.187227,0.02270519,0.5085337,0.4155214,0.08185451,0.6043237,0.4769763,0.001782232,0.02720099,0.206406,0.03805779,0.9811293,0.8051497,0.4045371,1.526761,1.107911,0.3419448,0.1676679,2.737209,2.794056,2006-07-25,Summer,2.9766168,8.849401297297296,20.150598702702702
3430,0.002353178,9.916713e-05,0.1882541,0.02279938,0.5108059,0.4180638,0.08222228,0.6056699,0.4778451,0.001798676,0.02739553,0.2076232,0.03786534,0.9783472,0.8019858,0.4043723,1.5229,1.102072,0.3429715,0.1677875,2.736594,2.791224,2006-07-28,Summer,2.9679434999999996,8.823615810810809,20.176384189189193
3431,0.002360468,9.964625e-05,0.1892789,0.0228924,0.5129277,0.4205222,0.08256893,0.6067945,0.4784311,0.001815152,0.02756775,0.2087987,0.03774403,0.9766341,0.7991397,0.4065832,1.517039,1.116909,0.3445442,0.1671305,2.735505,2.789793,2006-07-31,Summer,2.9784922000000003,8.854976810810811,20.14502318918919
3432,0.002368245,0.000100145,0.1902991,0.02298286,0.5146739,0.4228949,0.08286686,0.6070905,0.4784991,0.00183161,0.027718,0.2099317,0.03756781,0.9720707,0.7930597,0.4075842,1.437717,1.119129,0.3477411,0.1669499,2.730556,2.783591,2006-08-03,Summer,2.9045871,8.635258945945946,20.364741054054054
3433,0.002376464,0.0001006607,0.1913057,0.02307043,0.5161324,0.4251476,0.0831259,0.6068903,0.4781043,0.001847923,0.02783945,0.2110054,0.03738831,0.9671435,0.7863269,0.4086718,1.454836,1.123625,0.3478081,0.1664941,2.723325,2.777003,2006-08-06,Summer,2.9262691,8.699718945945945,20.300281054054054
3434,0.002385104,0.0001011922,0.1923027,0.02315758,0.5177664,0.4273129,0.08340962,0.6073848,0.4779678,0.001864115,0.02794192,0.2120364,0.03747861,0.9700415,0.7858626,0.4127102,1.536128,1.14931,0.3454556,0.1654228,2.722033,2.7823,2006-08-09,Summer,3.0308935999999997,9.010764756756755,19.989235243243243
3435,0.002394168,0.0001017399,0.1933015,0.02324504,0.5195833,0.4294536,0.08371131,0.6084285,0.478163,0.001880315,0.02804188,0.2130556,0.03759573,0.9751669,0.7887483,0.4112562,1.543204,1.12483,0.3435429,0.166456,2.725071,2.789909,2006-08-12,Summer,3.0115769,8.95333672972973,20.046663270270273
3436,0.002403651,0.0001023035,0.1942993,0.02333178,0.5213822,0.4315503,0.0840001,0.6094779,0.4783445,0.001896487,0.02813747,0.214056,0.03759361,0.977646,0.7910016,0.4103663,1.543287,1.117709,0.3430775,0.1668258,2.728276,2.792579,2006-08-15,Summer,3.0040735,8.931029324324324,20.068970675675676
3437,0.002413537,0.0001028819,0.1952928,0.02341752,0.5231231,0.4335889,0.08427286,0.6104523,0.4784424,0.001912588,0.02822584,0.2150306,0.03752411,0.9782369,0.7924332,0.4085138,1.541597,1.106163,0.3425128,0.1673282,2.730763,2.792892,2006-08-18,Summer,2.9902728,8.890000216216215,20.109999783783785
3438,0.002423808,0.0001034741,0.196279,0.02350215,0.5248148,0.4355581,0.08453006,0.6114002,0.4784312,0.001928577,0.02830477,0.2159737,0.03740685,0.9775089,0.7934397,0.4061742,1.549145,1.095312,0.3399823,0.1677628,2.732414,2.791634,2006-08-21,Summer,2.9844393,8.872657378378378,20.127342621621622
3439,0.002434446,0.0001040791,0.1972562,0.02358566,0.526464,0.4374542,0.08477345,0.6123484,0.4783179,0.001944426,0.02837377,0.2168829,0.03727431,0.9761918,0.7942939,0.4039387,1.55402,1.087858,0.3384727,0.1680592,2.73342,2.789833,2006-08-24,Summer,2.9803507000000002,8.860502081081082,20.13949791891892
3440,0.002445433,0.0001046957,0.1982232,0.0236678,0.5280337,0.4392757,0.08499991,0.6131999,0.4780717,0.001960111,0.02843276,0.2177573,0.03713718,0.9743593,0.7945917,0.4021572,1.54967,1.08342,0.3386634,0.168239,2.733507,2.787516,2006-08-27,Summer,2.9717534000000003,8.83494254054054,20.16505745945946
3441,0.002456748,0.0001053228,0.1991789,0.02374865,0.529551,0.4410234,0.08521502,0.6140339,0.4777544,0.001975612,0.02848199,0.2185969,0.037039,0.9731676,0.7950645,0.4013117,1.561494,1.084662,0.3372152,0.1681889,2.73348,2.78634,2006-08-30,Summer,2.9833712,8.869481945945946,20.130518054054054
3442,0.002468373,0.0001059594,0.2001236,0.02382807,0.5309898,0.4427033,0.08541325,0.6147675,0.4773263,0.001990924,0.02852301,0.2194042,0.03690829,0.9710788,0.7949658,0.3985836,1.550533,1.070876,0.3353546,0.1687638,2.732511,2.783654,2006-09-02,Fall,2.9567636,8.790378270270269,20.209621729729733
3443,0.002480285,0.0001066042,0.2010535,0.02390562,0.5323067,0.4443002,0.08558852,0.6153135,0.4767014,0.002005994,0.02855301,0.220172,0.03673761,0.9677621,0.7939116,0.3965183,1.547928,1.065546,0.3347986,0.1689244,2.730022,2.778974,2006-09-05,Fall,2.9482726,8.765134756756757,20.23486524324324
3444,0.002492461,0.0001072559,0.2019671,0.02398144,0.5335481,0.4458137,0.0857497,0.6158041,0.4759727,0.002020795,0.02857213,0.2208998,0.03660166,0.965069,0.7930167,0.3953415,1.554591,1.065729,0.3338108,0.1688418,2.727229,2.775413,2006-09-08,Fall,2.9541308,8.782551027027028,20.217448972972974
3445,0.002504883,0.0001079134,0.2028659,0.02405591,0.5347771,0.4472558,0.08590651,0.616387,0.4752666,0.002035335,0.02858343,0.2215934,0.03653499,0.9640198,0.7931614,0.3948165,1.570003,1.068636,0.331419,0.1686857,2.725369,2.774289,2006-09-11,Fall,2.970058,8.829902162162162,20.170097837837837
3446,0.002517537,0.0001085764,0.2037527,0.02412944,0.5360405,0.4486437,0.0860655,0.6171499,0.474683,0.002049643,0.02859117,0.2222615,0.03653664,0.964729,0.7946296,0.3946052,1.586977,1.072003,0.3285393,0.1685806,2.725163,2.775571,2006-09-14,Fall,2.9875193,8.881814135135135,20.118185864864863
3447,0.002530419,0.0001092444,0.2046308,0.02420248,0.5373774,0.4499934,0.08623206,0.6181589,0.4743019,0.002063758,0.02859936,0.2229124,0.03660263,0.9671328,0.7975394,0.3947379,1.608684,1.077328,0.3239787,0.1684705,2.727065,2.779096,2006-09-17,Fall,3.0099907,8.948621,20.051379
3448,0.002543523,0.0001099175,0.2055031,0.02427514,0.5387663,0.4513175,0.08640166,0.6193236,0.4740904,0.002077716,0.02861088,0.2235527,0.03666687,0.9696109,0.8009231,0.3936108,1.615026,1.07357,0.3190655,0.1687926,2.730132,2.782432,2006-09-20,Fall,3.0076615,8.941696351351352,20.058303648648646
3449,0.002556839,0.000110595,0.2063666,0.02434625,0.540009,0.4525993,0.08654139,0.6201367,0.4736727,0.002091482,0.02862178,0.2241737,0.03652203,0.9669569,0.8012361,0.3879063,1.575445,1.041765,0.3159601,0.1702711,2.729873,2.777792,2006-09-23,Fall,2.9331701,8.720235432432432,20.279764567567568
3450,0.002570337,0.000111275,0.2072101,0.02441483,0.5410327,0.4537875,0.08664214,0.620513,0.4728489,0.002104922,0.02862064,0.2247503,0.03623799,0.9604736,0.7987516,0.3838794,1.566939,1.031611,0.3150134,0.1705939,2.725538,2.767724,2006-09-26,Fall,2.9135634,8.661945243243244,20.338054756756755
3451,0.002583985,0.0001119559,0.2080299,0.02448098,0.5419019,0.4548737,0.08671794,0.6206603,0.4717472,0.002117978,0.02860515,0.2252772,0.03596923,0.9539683,0.7955577,0.3810882,1.560871,1.027611,0.3163907,0.1705927,2.719234,2.758538,2006-09-29,Fall,2.9048727,8.636108027027026,20.363891972972972
3452,0.002597756,0.000112636,0.2088255,0.02454484,0.542666,0.4558655,0.08677732,0.6207066,0.4704833,0.002130636,0.02857688,0.2257572,0.03575842,0.9486711,0.7926608,0.3792417,1.566426,1.026791,0.3151879,0.1704534,2.71235,2.751367,2006-10-02,Fall,2.9084049000000003,8.646609162162163,20.353390837837836
3453,0.002611625,0.0001133144,0.2095972,0.02460643,0.5433362,0.4567718,0.08681988,0.6206642,0.4690865,0.002142892,0.02853834,0.2261944,0.03555212,0.9434285,0.7898476,0.375936,1.562818,1.015862,0.3100626,0.1708102,2.704748,2.743827,2006-10-05,Fall,2.8887426000000005,8.588153675675677,20.411846324324323
3454,0.002625569,0.0001139895,0.2103429,0.02466553,0.543904,0.4575862,0.08684341,0.6205177,0.4675329,0.002154711,0.0284891,0.2265863,0.03533166,0.937703,0.7868967,0.3725703,1.564384,1.008841,0.3049066,0.1709727,2.696193,2.735035,2006-10-08,Fall,2.8781315999999997,8.556607459459459,20.443392540540543
3455,0.002639559,0.0001146602,0.2110602,0.02472168,0.5443097,0.4583024,0.08683873,0.6201155,0.4657271,0.002166059,0.02842843,0.2269299,0.03504498,0.9301983,0.7827871,0.3672895,1.544277,0.9908612,0.3014722,0.1716715,2.685526,2.723372,2006-10-11,Fall,2.8366104,8.433166054054054,20.566833945945945
3456,0.002653563,0.0001153246,0.211745,0.02477477,0.5445858,0.4589067,0.08681322,0.6195754,0.4637247,0.002176876,0.02835393,0.2272186,0.03478815,0.9231492,0.77868,0.3649168,1.555438,0.994229,0.3000942,0.1712601,2.674115,2.71243,2006-10-14,Fall,2.8497612000000005,8.472263027027028,20.527736972972974
3457,0.002667556,0.0001159814,0.2123991,0.02482504,0.5447659,0.4594159,0.0867729,0.6189589,0.461629,0.002187175,0.02826938,0.2274601,0.03457095,0.9169809,0.7749111,0.3616083,1.547598,0.9863479,0.2981785,0.1714563,2.66266,2.702986,2006-10-17,Fall,2.8321244,8.419829297297298,20.580170702702702
3458,0.002681512,0.0001166296,0.2130218,0.02487247,0.5448563,0.4598324,0.08671907,0.6182758,0.4594674,0.002196945,0.02817584,0.2276559,0.03439388,0.9116547,0.771513,0.359881,1.553994,0.9887114,0.2962248,0.1711339,2.6515,2.694492,2006-10-20,Fall,2.8389302,8.440062756756756,20.559937243243244
3459,0.002695408,0.0001172681,0.2136145,0.02491706,0.544852,0.4601664,0.08665057,0.6174932,0.4572525,0.002206195,0.0280757,0.227811,0.03421927,0.9063142,0.7680869,0.3567207,1.543863,0.9799293,0.2924697,0.1714046,2.640245,2.685755,2006-10-23,Fall,2.816262,8.37267081081081,20.62732918918919
3460,0.002709214,0.0001178953,0.2141719,0.02495765,0.5445911,0.460392,0.08653972,0.6162174,0.4547005,0.002214857,0.02796442,0.2279139,0.03387397,0.8946124,0.7618414,0.3483854,1.501984,0.967855,0.2347376,0.1718357,2.623666,2.664403,2006-10-26,Fall,2.7045765999999998,8.040633135135135,20.959366864864865
3461,0.002722885,0.0001185088,0.2146833,0.02499353,0.5440835,0.4604549,0.08639029,0.6145812,0.4516987,0.002222784,0.02783217,0.2279401,0.03347272,0.8816721,0.7542349,0.3411834,1.506066,0.9598194,0.2616812,0.1719779,2.603648,2.643678,2006-10-29,Fall,2.7275666,8.108981783783783,20.891018216216217
3462,0.002736379,0.0001191066,0.2151489,0.02502487,0.5433677,0.4603828,0.08620923,0.6126591,0.4483655,0.002229975,0.02768289,0.2278982,0.03305693,0.8697739,0.7460549,0.3344176,1.480028,0.9368942,0.2676921,0.1730288,2.58284,2.625812,2006-11-01,Winter,2.6846143000000002,7.9812857567567566,21.018714243243245
3463,0.002749624,0.0001196845,0.2155468,0.02504478,0.5414115,0.4600813,0.08583049,0.6078535,0.4430097,0.002236153,0.02749684,0.2277397,0.03166591,0.8296016,0.720358,0.2994448,1.173742,0.8158708,0.1573419,0.1817478,2.536081,2.558677,2006-11-04,Winter,2.1469547,6.3828382972972975,22.617161702702703
3464,0.002762454,0.0001202325,0.2158215,0.02505181,0.5386252,0.45928,0.08532903,0.6018234,0.4358898,0.002240572,0.02722366,0.2273428,0.03029521,0.7871534,0.6920685,0.2907616,1.309047,0.8736927,0.1681313,0.1766832,2.477114,2.488691,2006-11-07,Winter,2.350871,6.989075945945946,22.010924054054055
3465,0.002774798,0.0001207476,0.2159994,0.02505276,0.5360584,0.4581757,0.0848738,0.5970526,0.4290571,0.00224352,0.02690454,0.2267954,0.02973598,0.7663085,0.6765022,0.2870151,1.380842,0.9063397,0.1759001,0.1738992,2.429487,2.45875,2006-11-10,Winter,2.4630817999999994,7.322675621621619,21.67732437837838
3466,0.002786625,0.0001212292,0.2161014,0.02504668,0.5333242,0.4568916,0.0843995,0.5922228,0.4222136,0.002245239,0.02656751,0.2261555,0.02928899,0.7484368,0.6628593,0.2777277,1.321919,0.8935205,0.1431956,0.1745856,2.384413,2.429782,2006-11-13,Winter,2.3586351,7.012158405405405,21.987841594594595
3467,0.002797873,0.0001216743,0.2161187,0.02503125,0.5300993,0.4553808,0.08385417,0.5865255,0.4148153,0.002245605,0.02620642,0.2254048,0.0286504,0.7252755,0.6457576,0.26561,1.266806,0.8760244,0.1228147,0.1757893,2.334883,2.389285,2006-11-16,Winter,2.2656451000000004,6.735701648648649,22.26429835135135
3468,0.00280847,0.0001220793,0.2160432,0.02500688,0.5265665,0.4536152,0.08326735,0.5805091,0.4070931,0.002244511,0.02581723,0.2245313,0.02805542,0.703398,0.6290689,0.2576343,1.276454,0.8815761,0.1209433,0.175339,2.285378,2.351042,2006-11-19,Winter,2.2789734,6.775326324324324,22.224673675675675
3469,0.002818362,0.000122442,0.2158794,0.0249744,0.5228376,0.4516339,0.08265647,0.5744011,0.3992955,0.002242004,0.02540839,0.2235526,0.02755412,0.6842987,0.6138829,0.249598,1.257056,0.8766651,0.11417,0.1757178,2.237994,2.317634,2006-11-22,Winter,2.2478911,6.682919486486486,22.317080513513513
3470,0.002827504,0.0001227608,0.215631,0.02493473,0.5190434,0.4494644,0.08204114,0.5684928,0.3916581,0.002238133,0.02498644,0.2224828,0.02721478,0.6699145,0.6016008,0.2459166,1.290817,0.8875493,0.1234598,0.174889,2.195431,2.291928,2006-11-25,Winter,2.3018261,6.8432667837837835,22.156733216216217
3471,0.002835875,0.0001230354,0.21531,0.02488942,0.5153311,0.4471718,0.08144192,0.5630478,0.384469,0.002233053,0.02456431,0.2213523,0.02704652,0.6611798,0.5929999,0.2428894,1.307302,0.8840684,0.1390248,0.1750735,2.160016,2.275783,2006-11-28,Winter,2.3303952,6.928201945945945,22.071798054054057
3472,0.002843457,0.0001232657,0.2149219,0.02483774,0.5114784,0.4447818,0.08082173,0.5574027,0.3774182,0.002226852,0.02414683,0.2201737,0.02676947,0.6504663,0.583379,0.2356445,1.251309,0.8567623,0.1294096,0.1772051,2.125884,2.254599,2006-12-01,Winter,2.2374808999999996,6.651970243243242,22.34802975675676
3473,0.002850206,0.0001234497,0.2144554,0.02477702,0.5071009,0.4422319,0.08012051,0.550638,0.3698253,0.002219402,0.02372157,0.2189184,0.02611465,0.6299386,0.5674958,0.2213899,1.143591,0.8105417,0.1065011,0.181413,2.084143,2.215697,2006-12-04,Winter,2.0606338,6.126208594594595,22.873791405405406
3474,0.002856047,0.0001235836,0.2138921,0.02470622,0.5022122,0.4394366,0.07934394,0.5429688,0.3615815,0.002210479,0.02327189,0.2175466,0.02529136,0.6042797,0.5478842,0.2105971,1.111451,0.7984609,0.09855725,0.182916,2.035979,2.168789,2006-12-07,Winter,2.00846915,5.971124499999999,23.0288755
3475,0.002860897,0.0001236632,0.2132205,0.02462252,0.4964594,0.4363611,0.07843436,0.5335402,0.3520794,0.002199939,0.02278967,0.2160368,0.02399804,0.5673798,0.5199792,0.1810985,0.9126742,0.7018202,0.07453762,0.1947649,1.973684,2.104878,2006-12-10,Winter,1.68903202,5.021446545945945,23.978553454054055
3476,0.00286465,0.000123683,0.2124201,0.02452824,0.4905102,0.4329227,0.07750426,0.5243148,0.3422619,0.002187517,0.02226183,0.2143538,0.0231225,0.5392551,0.4969767,0.1848471,1.099804,0.7909448,0.09992689,0.1877179,1.915158,2.055089,2006-12-13,Winter,1.99067569,5.918225024324324,23.081774975675675
3477,0.002867301,0.0001236445,0.2115312,0.02442951,0.4850475,0.4293417,0.07666348,0.5167181,0.3335292,0.002173706,0.02172988,0.2125996,0.02298253,0.5282563,0.4854639,0.1855009,1.136589,0.8163697,0.1004052,0.185567,1.87171,2.038276,2006-12-16,Winter,2.0533639,6.104595378378378,22.895404621621623
3478,0.002868854,0.0001235489,0.2105683,0.02432296,0.4793063,0.4256789,0.07578274,0.5085492,0.3247972,0.002158701,0.02120569,0.2108023,0.02259501,0.5124629,0.4710566,0.1705471,1.002412,0.7561853,0.08113641,0.1924004,1.826349,2.009088,2006-12-19,Winter,1.83973371,5.469478597297297,23.530521402702703
3479,0.002869271,0.0001233951,0.2095205,0.02420984,0.4736025,0.4218662,0.07491402,0.5007614,0.3164049,0.002142386,0.02067852,0.2089364,0.02239773,0.5009064,0.4596537,0.1761438,1.134468,0.8193432,0.09971204,0.1871259,1.78705,1.984963,2006-12-22,Winter,2.05352324,6.105069091891892,22.89493090810811
3480,0.002868581,0.0001231857,0.2084153,0.02409418,0.4683447,0.4180337,0.07412229,0.4942091,0.3091059,0.002125116,0.02017067,0.2070625,0.02259634,0.4988274,0.4551441,0.1778353,1.151013,0.8315144,0.09901491,0.1856321,1.759498,1.979204,2006-12-25,Winter,2.08154231,6.18836902972973,22.811630970270272
3481,0.002866802,0.0001229229,0.2072581,0.02397235,0.4627933,0.4141912,0.07328374,0.4868692,0.3017636,0.002106993,0.01968254,0.2051844,0.02236078,0.4880357,0.4452925,0.162329,0.9963053,0.7580669,0.0796534,0.193478,1.727003,1.955404,2007-01-02,Winter,1.8340256,5.45250854054054,23.547491459459458
3482,0.002863904,0.000122605,0.2060302,0.02384422,0.4570944,0.4102319,0.07242429,0.4793244,0.2944061,0.00208781,0.01919505,0.203256,0.02205751,0.4753551,0.4343179,0.1632032,1.067528,0.79252,0.08727869,0.1907333,1.6942,1.927102,2007-01-05,Winter,1.94732669,5.789349618918918,23.21065038108108
3483,0.002859895,0.0001222336,0.2047445,0.02371226,0.4515368,0.40622,0.0715916,0.4722483,0.2875155,0.002067748,0.01871727,0.2013056,0.02191182,0.4660932,0.4258466,0.1584526,1.039469,0.7820563,0.08172768,0.1920612,1.665158,1.907913,2007-01-08,Winter,1.90325298,5.65831967027027,23.34168032972973
3484,0.002854797,0.0001218106,0.2034105,0.02357839,0.4463434,0.4021908,0.07082043,0.466171,0.2814006,0.002046944,0.0182543,0.1993503,0.02208631,0.4642673,0.4224992,0.1654022,1.159586,0.8323038,0.1081242,0.1873308,1.645313,1.902724,2007-01-11,Winter,2.100014,6.243284864864864,22.756715135135135
3485,0.002848673,0.0001213408,0.2020544,0.02344537,0.4416988,0.3982606,0.07013802,0.4613722,0.2764266,0.002025747,0.0178241,0.1974436,0.0225703,0.4705882,0.4249592,0.1696947,1.186919,0.840582,0.120643,0.1856713,1.63682,1.912564,2007-01-14,Winter,2.148144,6.386374054054053,22.613625945945948
3486,0.002841583,0.0001208279,0.2006853,0.02331155,0.4371703,0.3944483,0.06947262,0.4566336,0.2719717,0.002004303,0.01742848,0.1955952,0.02286921,0.4738352,0.4259759,0.1675699,1.127074,0.8154191,0.1092743,0.1872422,1.629491,1.913701,2007-01-17,Winter,2.0517673999999997,6.099849027027026,22.900150972972973
3487,0.002833555,0.000120274,0.199297,0.02317644,0.4326968,0.3906984,0.06881516,0.4518827,0.2678316,0.001982564,0.01705688,0.1937818,0.02302562,0.4739636,0.4254341,0.1685373,1.136279,0.8189418,0.1094618,0.186242,1.621806,1.908368,2007-01-20,Winter,2.0646826000000003,6.138245567567568,22.861754432432434
3488,0.002824611,0.0001196803,0.1978848,0.02303778,0.4279138,0.3869786,0.0681056,0.4462085,0.263387,0.001960503,0.0167012,0.1919859,0.02270927,0.4639703,0.4183927,0.1521937,0.9726442,0.7410612,0.08505557,0.1946187,1.604704,1.885714,2007-01-23,Winter,1.7987609699999998,5.3476677486486475,23.652332251351353
3489,0.002814741,0.0001190462,0.1964333,0.02289741,0.4232989,0.3832065,0.0674241,0.4410588,0.2591507,0.001937949,0.0163467,0.1901707,0.0226205,0.4585823,0.4139567,0.1611141,1.15471,0.8132131,0.1322105,0.1881433,1.591555,1.87368,2007-01-26,Winter,2.1001336,6.243640432432432,22.756359567567568
3490,0.002804019,0.0001183768,0.1949779,0.0227614,0.4195386,0.3795588,0.06688188,0.4379828,0.2563061,0.001915346,0.01601965,0.1884152,0.02323193,0.4693691,0.4201098,0.172075,1.248878,0.8507049,0.1615593,0.1835315,1.595247,1.895168,2007-01-29,Winter,2.2611421999999997,6.722314648648648,22.27768535135135
3491,0.002792549,0.0001176787,0.1935465,0.02263047,0.4164416,0.3761484,0.06644528,0.4362424,0.2547236,0.001893054,0.01573732,0.186772,0.02412954,0.4885478,0.431847,0.1842117,1.303345,0.8671496,0.1994909,0.1800949,1.611468,1.929543,2007-02-01,Winter,2.3699855,7.045902837837837,21.954097162162164
3492,0.002780413,0.0001169564,0.1921445,0.0225012,0.4132996,0.3729712,0.06599715,0.4339084,0.2534128,0.001871167,0.01549797,0.1852403,0.02451815,0.4971135,0.4376873,0.1778248,1.130948,0.8017364,0.1407341,0.1847663,1.621909,1.93876,2007-02-04,Winter,2.0734185000000003,6.164217162162163,22.835782837837836
3493,0.002767628,0.0001162105,0.1907462,0.02237205,0.4100793,0.3698665,0.06553391,0.4311688,0.2520675,0.001849396,0.01527594,0.1837514,0.02462779,0.4979138,0.4394897,0.1823788,1.188281,0.8271858,0.1373426,0.1812338,1.62642,1.933147,2007-02-07,Winter,2.1528094,6.400244162162163,22.599755837837836
3494,0.002754244,0.0001154437,0.1893605,0.0222467,0.4073344,0.3668711,0.06514643,0.4294778,0.2514471,0.001827856,0.01507475,0.1823208,0.02503981,0.5051138,0.4458537,0.1894159,1.256964,0.8553797,0.1490149,0.1773704,1.636869,1.943881,2007-02-10,Winter,2.2613586,6.722957999999999,22.277042
3495,0.002740339,0.0001146607,0.188005,0.02212672,0.405142,0.3640625,0.06484591,0.4289096,0.2517305,0.001806775,0.01490495,0.1809824,0.02571261,0.5191499,0.4568388,0.1984953,1.319842,0.8780895,0.1691815,0.1739831,1.655377,1.968229,2007-02-13,Winter,2.3671130000000002,7.037362972972973,21.96263702702703
3496,0.002726001,0.0001138663,0.1866941,0.02201277,0.4034446,0.3614922,0.0646216,0.4292068,0.2528967,0.001786341,0.01477372,0.1797601,0.02649032,0.5368258,0.4705509,0.2072809,1.348117,0.8887068,0.1758912,0.1716374,1.680194,1.997859,2007-02-16,Winter,2.412715,7.172936486486486,21.827063513513515
3497,0.002711309,0.0001130649,0.1854337,0.0219046,0.4021059,0.3591647,0.06445064,0.429978,0.254751,0.001766639,0.01468123,0.1786574,0.02720577,0.553828,0.4844548,0.2142333,1.352631,0.8915307,0.1713395,0.1700777,1.707393,2.02458,2007-02-19,Winter,2.4155012,7.181219783783783,21.81878021621622
3498,0.002696337,0.0001122601,0.1842252,0.02180229,0.4011023,0.3570681,0.06432976,0.4311803,0.2571965,0.001747707,0.0146245,0.177669,0.02787201,0.5713087,0.4983914,0.2215836,1.374099,0.8902066,0.2128088,0.1690446,1.737163,2.053486,2007-02-22,Winter,2.4771144,7.364394162162162,21.635605837837836
3499,0.002681146,0.0001114549,0.1830681,0.0217043,0.4001347,0.3551871,0.06421041,0.4320338,0.2597921,0.001729554,0.01459918,0.1767858,0.02819773,0.5808005,0.5076577,0.2206606,1.281297,0.8608819,0.1612253,0.170621,1.761334,2.066509,2007-02-25,Winter,2.3034041999999997,6.847958432432431,22.15204156756757
3500,0.002665766,0.0001106502,0.1819471,0.02160974,0.3992043,0.3534287,0.06409387,0.4327218,0.2623406,0.001712008,0.01458977,0.1759654,0.0283518,0.5865029,0.51409,0.2230319,1.318426,0.8600432,0.2085513,0.1701949,1.781145,2.075845,2007-02-28,Winter,2.3870205,7.096547432432432,21.90345256756757
3501,0.002650234,0.0001098477,0.1808635,0.02151896,0.3983502,0.3518051,0.06398682,0.4333539,0.2649031,0.001695091,0.01459576,0.1752095,0.02840244,0.5895391,0.5186936,0.2217199,1.268064,0.8445939,0.1697513,0.1712097,1.797395,2.081101,2007-03-03,Spring,2.2824092000000005,6.785540864864866,22.214459135135133
3502,0.002634576,0.0001090482,0.17981,0.02143146,0.3975656,0.3502705,0.06388936,0.4340009,0.2673978,0.001678717,0.01460974,0.1744974,0.02842674,0.5913671,0.5223413,0.223352,1.303826,0.8529627,0.1902788,0.1704652,1.810584,2.085543,2007-03-06,Spring,2.3470675,6.9777682432432435,22.022231756756756
3503,0.002618829,0.0001082534,0.1787924,0.0213486,0.3970428,0.3488558,0.06383325,0.4351443,0.2701445,0.001662949,0.01463567,0.173842,0.02861577,0.5970833,0.5281653,0.2273981,1.333322,0.8667507,0.188661,0.1693137,1.825928,2.097585,2007-03-09,Spring,2.3887337,7.101640729729729,21.89835927027027
